log_id,batch_id,equip_id,plant_id,process_step,step_start,step_end,ideal_duration_minutes,actual_duration_minutes,downtime_minutes,outcome,run_time_minutes,availability,performance,quality,oee
LOG-000141,BCH-00036,EQ-104,PLT-001,Step 4 – Coating,2024-01-22 13:27:39,2024-01-22 15:57:39,150,150.0,0.0,completed,150.0,0.9641,0.9645,0.9807,0.9119
LOG-000142,BCH-00037,EQ-101,PLT-001,Step 1 – Granulation,2024-01-22 15:10:37,2024-01-22 16:40:37,90,90.0,0.0,completed,90.0,0.9771,0.956,0.9882,0.9231
LOG-000143,BCH-00037,EQ-102,PLT-001,Step 2 – Blending,2024-01-22 16:40:37,2024-01-22 17:40:37,60,60.0,0.0,completed,60.0,0.9656,0.9598,0.9492,0.8797
LOG-000144,BCH-00037,EQ-103,PLT-001,Step 3 – Compression,2024-01-22 17:40:37,2024-01-22 19:40:37,120,120.0,0.0,completed,120.0,0.9862,0.9331,0.9852,0.9066
LOG-000145,BCH-00037,EQ-104,PLT-001,Step 4 – Coating,2024-01-22 19:40:37,2024-01-22 22:10:37,150,150.0,0.0,completed,150.0,1.0,0.9534,0.9807,0.935
LOG-000146,BCH-00038,EQ-101,PLT-001,Step 1 – Granulation,2024-01-24 09:59:40,2024-01-24 11:29:40,90,90.0,0.0,completed,90.0,0.9537,0.9849,1.0,0.9393
LOG-000147,BCH-00038,EQ-102,PLT-001,Step 2 – Blending,2024-01-24 11:29:40,2024-01-24 12:29:40,60,60.0,0.0,completed,60.0,0.9721,0.9409,0.9878,0.9035
LOG-000148,BCH-00038,EQ-103,PLT-001,Step 3 – Compression,2024-01-24 12:29:40,2024-01-24 14:29:40,120,120.0,0.0,completed,120.0,0.9659,0.959,0.9988,0.9252
LOG-000149,BCH-00038,EQ-104,PLT-001,Step 4 – Coating,2024-01-24 14:29:40,2024-01-24 17:04:40,150,155.0,5.0,completed,150.0,0.9779,0.9781,0.9977,0.9543
LOG-000150,BCH-00039,EQ-101,PLT-001,Step 1 – Granulation,2024-01-24 16:07:51,2024-01-24 17:37:51,90,90.0,0.0,completed,90.0,0.9662,0.9699,0.9559,0.8958
LOG-000151,BCH-00039,EQ-102,PLT-001,Step 2 – Blending,2024-01-24 17:37:51,2024-01-24 18:37:51,60,60.0,0.0,completed,60.0,0.9351,0.9284,0.9442,0.8197
LOG-000152,BCH-00039,EQ-103,PLT-001,Step 3 – Compression,2024-01-24 18:37:51,2024-01-24 20:42:51,120,125.0,5.0,completed,120.0,0.9328,0.959,0.991,0.8865
LOG-000153,BCH-00039,EQ-104,PLT-001,Step 4 – Coating,2024-01-24 20:42:51,2024-01-24 23:12:51,150,150.0,0.0,completed,150.0,0.9752,0.9801,0.9643,0.9217
LOG-000154,BCH-00040,EQ-101,PLT-001,Step 1 – Granulation,2024-01-26 11:44:52,2024-01-26 13:14:52,90,90.0,0.0,completed,90.0,0.9389,0.9692,0.9772,0.8892
LOG-000155,BCH-00040,EQ-102,PLT-001,Step 2 – Blending,2024-01-26 13:14:52,2024-01-26 14:14:52,60,60.0,0.0,completed,60.0,0.939,0.954,0.9638,0.8634
LOG-000156,BCH-00040,EQ-103,PLT-001,Step 3 – Compression,2024-01-26 14:14:52,2024-01-26 16:14:52,120,120.0,0.0,completed,120.0,0.9542,0.9236,0.9684,0.8535
LOG-000157,BCH-00040,EQ-104,PLT-001,Step 4 – Coating,2024-01-26 16:14:52,2024-01-26 19:37:06,150,202.2,52.2,completed,150.0,0.8695,0.8777,0.9647,0.7362
LOG-000158,BCH-00041,EQ-101,PLT-001,Step 1 – Granulation,2024-01-26 18:24:38,2024-01-26 19:54:38,90,90.0,0.0,completed,90.0,0.9467,0.9369,0.9808,0.8699
LOG-000159,BCH-00041,EQ-102,PLT-001,Step 2 – Blending,2024-01-26 19:54:38,2024-01-26 21:02:10,60,67.5,7.5,completed,60.0,0.9843,0.9368,0.9334,0.8607
LOG-000160,BCH-00041,EQ-103,PLT-001,Step 3 – Compression,2024-01-26 21:02:10,2024-01-26 23:02:10,120,120.0,0.0,completed,120.0,0.9714,0.9737,0.9256,0.8755
LOG-000161,BCH-00041,EQ-104,PLT-001,Step 4 – Coating,2024-01-26 23:02:10,2024-01-27 01:32:10,150,150.0,0.0,completed,150.0,0.9681,0.9336,0.954,0.8622
LOG-000162,BCH-00042,EQ-101,PLT-001,Step 1 – Granulation,2024-01-27 02:08:36,2024-01-27 03:38:36,90,90.0,0.0,completed,90.0,0.9751,0.9647,0.9693,0.9118
LOG-000163,BCH-00042,EQ-102,PLT-001,Step 2 – Blending,2024-01-27 03:38:36,2024-01-27 04:38:36,60,60.0,0.0,completed,60.0,1.0,0.9188,0.9913,0.9108
LOG-000164,BCH-00042,EQ-103,PLT-001,Step 3 – Compression,2024-01-27 04:38:36,2024-01-27 06:38:36,120,120.0,0.0,completed,120.0,0.9673,0.9647,0.9788,0.9134
LOG-000165,BCH-00042,EQ-104,PLT-001,Step 4 – Coating,2024-01-27 06:38:36,2024-01-27 09:08:36,150,150.0,0.0,completed,150.0,0.9711,0.9172,0.9659,0.8603
LOG-000166,BCH-00043,EQ-101,PLT-001,Step 1 – Granulation,2024-01-27 03:19:53,2024-01-27 05:44:02,90,144.2,54.2,completed,89.99999999999999,0.8389,0.8513,0.9547,0.6818
LOG-000167,BCH-00043,EQ-102,PLT-001,Step 2 – Blending,2024-01-27 05:44:02,2024-01-27 06:44:02,60,60.0,0.0,completed,60.0,0.9394,0.9742,0.9614,0.8798
LOG-000168,BCH-00043,EQ-103,PLT-001,Step 3 – Compression,2024-01-27 06:44:02,2024-01-27 08:57:28,120,133.4,13.4,completed,120.0,0.9391,0.9136,0.9511,0.816
LOG-000169,BCH-00043,EQ-104,PLT-001,Step 4 – Coating,2024-01-27 08:57:28,2024-01-27 11:39:45,150,162.3,12.3,completed,150.0,0.9626,0.9312,0.9326,0.836
LOG-000170,BCH-00044,EQ-101,PLT-001,Step 1 – Granulation,2024-01-27 16:53:50,2024-01-27 18:23:50,90,90.0,0.0,completed,90.0,0.9771,0.9421,0.9803,0.9024
LOG-000171,BCH-00044,EQ-102,PLT-001,Step 2 – Blending,2024-01-27 18:23:50,2024-01-27 19:23:50,60,60.0,0.0,completed,60.0,0.9549,0.9656,0.9493,0.8753
LOG-000172,BCH-00044,EQ-103,PLT-001,Step 3 – Compression,2024-01-27 19:23:50,2024-01-27 21:23:50,120,120.0,0.0,completed,120.0,0.9352,0.9714,0.9411,0.8549
LOG-000173,BCH-00044,EQ-104,PLT-001,Step 4 – Coating,2024-01-27 21:23:50,2024-01-27 23:53:50,150,150.0,0.0,completed,150.0,0.9479,0.9498,0.9408,0.847
LOG-000174,BCH-00045,EQ-101,PLT-001,Step 1 – Granulation,2024-01-27 19:23:33,2024-01-27 20:53:33,90,90.0,0.0,completed,90.0,0.9897,0.9471,0.971,0.9102
LOG-000175,BCH-00045,EQ-102,PLT-001,Step 2 – Blending,2024-01-27 20:53:33,2024-01-27 21:53:33,60,60.0,0.0,completed,60.0,0.9394,0.9582,1.0,0.9001
LOG-000176,BCH-00045,EQ-103,PLT-001,Step 3 – Compression,2024-01-27 21:53:33,2024-01-27 23:53:33,120,120.0,0.0,completed,120.0,0.9697,0.9867,0.9289,0.8888
LOG-000177,BCH-00045,EQ-104,PLT-001,Step 4 – Coating,2024-01-27 23:53:33,2024-01-28 02:23:33,150,150.0,0.0,completed,150.0,0.9469,0.9642,0.9279,0.8472
LOG-000178,BCH-00046,EQ-101,PLT-001,Step 1 – Granulation,2024-01-27 23:10:40,2024-01-28 00:40:40,90,90.0,0.0,completed,90.0,0.9578,0.9406,0.9704,0.8742
LOG-000179,BCH-00046,EQ-102,PLT-001,Step 2 – Blending,2024-01-28 00:40:40,2024-01-28 01:56:52,60,76.2,16.2,completed,60.0,0.8748,0.9402,0.9549,0.7854
LOG-000180,BCH-00046,EQ-103,PLT-001,Step 3 – Compression,2024-01-28 01:56:52,2024-01-28 04:06:53,120,130.0,10.0,completed,120.0,0.9286,0.9276,0.9459,0.8148
LOG-000181,BCH-00046,EQ-104,PLT-001,Step 4 – Coating,2024-01-28 04:06:53,2024-01-28 06:36:53,150,150.0,0.0,completed,150.0,0.9433,0.9439,0.9433,0.8399
LOG-000182,BCH-00047,EQ-101,PLT-001,Step 1 – Granulation,2024-01-28 06:22:01,2024-01-28 09:11:22,90,169.3,79.3,completed,90.00000000000001,0.7794,0.8387,0.9594,0.6271
LOG-000183,BCH-00047,EQ-102,PLT-001,Step 2 – Blending,2024-01-28 09:11:22,2024-01-28 10:11:22,60,60.0,0.0,completed,60.0,0.9816,0.9478,0.9124,0.8489
LOG-000184,BCH-00047,EQ-103,PLT-001,Step 3 – Compression,2024-01-28 10:11:22,2024-01-28 12:11:22,120,120.0,0.0,completed,120.0,0.9695,0.9689,0.927,0.8708
LOG-000185,BCH-00047,EQ-104,PLT-001,Step 4 – Coating,2024-01-28 12:11:22,2024-01-28 14:41:22,150,150.0,0.0,completed,150.0,0.9546,0.9573,0.9484,0.8667
LOG-000186,BCH-00048,EQ-101,PLT-001,Step 1 – Granulation,2024-01-28 16:32:03,2024-01-28 18:02:03,90,90.0,0.0,completed,90.0,0.9367,0.9712,0.9552,0.869
LOG-000187,BCH-00048,EQ-102,PLT-001,Step 2 – Blending,2024-01-28 18:02:03,2024-01-28 19:02:03,60,60.0,0.0,completed,60.0,0.9264,0.979,0.9405,0.853
LOG-000188,BCH-00048,EQ-103,PLT-001,Step 3 – Compression,2024-01-28 19:02:03,2024-01-28 21:02:03,120,120.0,0.0,completed,120.0,0.9978,0.961,0.9028,0.8657
LOG-000189,BCH-00048,EQ-104,PLT-001,Step 4 – Coating,2024-01-28 21:02:03,2024-01-28 23:32:03,150,150.0,0.0,completed,150.0,0.9027,0.9565,0.9411,0.8126
LOG-000190,BCH-00049,EQ-101,PLT-001,Step 1 – Granulation,2024-01-28 23:07:16,2024-01-29 00:42:16,90,95.0,5.0,completed,90.0,0.9292,0.9203,0.9698,0.8293
LOG-000191,BCH-00049,EQ-102,PLT-001,Step 2 – Blending,2024-01-29 00:42:16,2024-01-29 01:42:16,60,60.0,0.0,completed,60.0,0.9973,0.9667,0.9575,0.9231
LOG-000192,BCH-00049,EQ-103,PLT-001,Step 3 – Compression,2024-01-29 01:42:16,2024-01-29 03:49:33,120,127.3,7.3,completed,120.0,0.9809,0.9444,0.9644,0.8934
LOG-000193,BCH-00049,EQ-104,PLT-001,Step 4 – Coating,2024-01-29 03:49:33,2024-01-29 06:19:33,150,150.0,0.0,completed,150.0,0.9941,0.9891,0.9695,0.9533
LOG-000194,BCH-00050,EQ-101,PLT-001,Step 1 – Granulation,2024-01-29 12:08:03,2024-01-29 13:38:03,90,90.0,0.0,completed,90.0,0.96,0.9669,0.9461,0.8782
LOG-000195,BCH-00050,EQ-102,PLT-001,Step 2 – Blending,2024-01-29 13:38:03,2024-01-29 14:38:03,60,60.0,0.0,completed,60.0,0.948,0.9963,0.9352,0.8833
LOG-000196,BCH-00050,EQ-103,PLT-001,Step 3 – Compression,2024-01-29 14:38:03,2024-01-29 16:38:03,120,120.0,0.0,completed,120.0,0.9215,0.9559,0.9368,0.8252
LOG-000197,BCH-00050,EQ-104,PLT-001,Step 4 – Coating,2024-01-29 16:38:03,2024-01-29 19:08:03,150,150.0,0.0,completed,150.0,0.9616,0.9608,0.9416,0.8699
LOG-000198,BCH-00051,EQ-101,PLT-001,Step 1 – Granulation,2024-01-30 08:20:21,2024-01-30 09:50:21,90,90.0,0.0,completed,90.0,0.9362,0.954,0.9631,0.8602
LOG-000199,BCH-00051,EQ-102,PLT-001,Step 2 – Blending,2024-01-30 09:50:21,2024-01-30 10:50:21,60,60.0,0.0,completed,60.0,0.9759,0.9339,0.9633,0.8779
LOG-000200,BCH-00051,EQ-103,PLT-001,Step 3 – Compression,2024-01-30 10:50:21,2024-01-30 12:50:21,120,120.0,0.0,completed,120.0,0.9243,0.9071,0.9398,0.788
LOG-000201,BCH-00051,EQ-104,PLT-001,Step 4 – Coating,2024-01-30 12:50:21,2024-01-30 15:20:21,150,150.0,0.0,completed,150.0,0.9647,0.9608,0.9632,0.8928
LOG-000202,BCH-00052,EQ-101,PLT-001,Step 1 – Granulation,2024-01-30 11:08:07,2024-01-30 12:48:28,90,100.3,10.3,completed,90.0,0.9385,0.9016,0.9691,0.82
LOG-000203,BCH-00052,EQ-102,PLT-001,Step 2 – Blending,2024-01-30 12:48:28,2024-01-30 13:48:28,60,60.0,0.0,completed,60.0,0.9827,0.9579,0.9666,0.9099
LOG-000204,BCH-00052,EQ-103,PLT-001,Step 3 – Compression,2024-01-30 13:48:28,2024-01-30 15:48:28,120,120.0,0.0,completed,120.0,0.9727,0.9789,0.9774,0.9307
LOG-000205,BCH-00052,EQ-104,PLT-001,Step 4 – Coating,2024-01-30 15:48:28,2024-01-30 18:18:28,150,150.0,0.0,completed,150.0,0.9728,0.953,0.9533,0.8838
LOG-000206,BCH-00053,EQ-101,PLT-001,Step 1 – Granulation,2024-01-31 02:50:36,2024-01-31 04:20:36,90,90.0,0.0,completed,90.0,0.965,0.9597,0.9592,0.8883
LOG-000207,BCH-00053,EQ-102,PLT-001,Step 2 – Blending,2024-01-31 04:20:36,2024-01-31 05:20:36,60,60.0,0.0,completed,60.0,0.9683,0.9587,0.9469,0.879
LOG-000208,BCH-00053,EQ-103,PLT-001,Step 3 – Compression,2024-01-31 05:20:36,2024-01-31 07:20:36,120,120.0,0.0,completed,120.0,0.9554,0.9643,0.9765,0.8996
LOG-000209,BCH-00053,EQ-104,PLT-001,Step 4 – Coating,2024-01-31 07:20:36,2024-01-31 09:50:36,150,150.0,0.0,completed,150.0,0.9705,0.9419,0.9625,0.8798
LOG-000210,BCH-00054,EQ-101,PLT-001,Step 1 – Granulation,2024-02-01 04:07:49,2024-02-01 05:37:49,90,90.0,0.0,completed,90.0,0.9598,0.918,0.9491,0.8362
LOG-000211,BCH-00054,EQ-102,PLT-001,Step 2 – Blending,2024-02-01 05:37:49,2024-02-01 06:37:49,60,60.0,0.0,completed,60.0,0.9544,0.9103,0.9762,0.8481
LOG-000212,BCH-00054,EQ-103,PLT-001,Step 3 – Compression,2024-02-01 06:37:49,2024-02-01 08:37:49,120,120.0,0.0,completed,120.0,0.9272,0.9365,0.9969,0.8656
LOG-000213,BCH-00054,EQ-104,PLT-001,Step 4 – Coating,2024-02-01 08:37:49,2024-02-01 11:21:39,150,163.8,13.8,completed,150.0,0.9127,0.9054,1.0,0.8264
LOG-000214,BCH-00055,EQ-101,PLT-001,Step 1 – Granulation,2024-02-01 11:17:04,2024-02-01 12:47:04,90,90.0,0.0,completed,90.0,0.946,0.9446,0.9924,0.8868
LOG-000215,BCH-00055,EQ-102,PLT-001,Step 2 – Blending,2024-02-01 12:47:04,2024-02-01 13:47:04,60,60.0,0.0,completed,60.0,0.9442,0.9674,1.0,0.9134
LOG-000216,BCH-00055,EQ-103,PLT-001,Step 3 – Compression,2024-02-01 13:47:04,2024-02-01 15:47:04,120,120.0,0.0,completed,120.0,0.9284,0.9357,0.985,0.8557
LOG-000217,BCH-00055,EQ-104,PLT-001,Step 4 – Coating,2024-02-01 15:47:04,2024-02-01 18:17:04,150,150.0,0.0,completed,150.0,0.9366,0.9748,0.8869,0.8097
LOG-000218,BCH-00056,EQ-101,PLT-001,Step 1 – Granulation,2024-02-01 11:38:20,2024-02-01 13:14:12,90,95.9,5.9,completed,90.0,0.9223,0.9403,0.947,0.8213
LOG-000219,BCH-00056,EQ-102,PLT-001,Step 2 – Blending,2024-02-01 13:14:12,2024-02-01 14:14:12,60,60.0,0.0,completed,60.0,0.96,0.9465,0.9216,0.8374
LOG-000220,BCH-00056,EQ-103,PLT-001,Step 3 – Compression,2024-02-01 14:14:12,2024-02-01 16:14:12,120,120.0,0.0,completed,120.0,0.9134,0.9444,0.981,0.8462
LOG-000221,BCH-00056,EQ-104,PLT-001,Step 4 – Coating,2024-02-01 16:14:12,2024-02-01 18:44:12,150,150.0,0.0,completed,150.0,0.9375,0.9813,0.9473,0.8715
LOG-000222,BCH-00057,EQ-101,PLT-001,Step 1 – Granulation,2024-02-01 20:28:25,2024-02-01 22:09:37,90,101.2,11.2,completed,90.0,0.9199,0.8953,0.9629,0.793
LOG-000223,BCH-00057,EQ-102,PLT-001,Step 2 – Blending,2024-02-01 22:09:37,2024-02-01 23:09:37,60,60.0,0.0,completed,60.0,0.9835,0.9388,0.9501,0.8772
LOG-000224,BCH-00057,EQ-103,PLT-001,Step 3 – Compression,2024-02-01 23:09:37,2024-02-02 01:09:37,120,120.0,0.0,completed,120.0,0.9912,0.947,0.9897,0.929
LOG-000225,BCH-00057,EQ-104,PLT-001,Step 4 – Coating,2024-02-02 01:09:37,2024-02-02 03:39:37,150,150.0,0.0,completed,150.0,0.9367,0.9325,0.9237,0.8068
LOG-000226,BCH-00058,EQ-101,PLT-001,Step 1 – Granulation,2024-02-01 22:53:19,2024-02-02 00:37:53,90,104.6,14.6,completed,90.0,0.9034,0.8867,0.9697,0.7768
LOG-000227,BCH-00058,EQ-102,PLT-001,Step 2 – Blending,2024-02-02 00:37:53,2024-02-02 01:37:53,60,60.0,0.0,completed,60.0,0.9443,0.9674,0.9386,0.8574
LOG-000228,BCH-00058,EQ-103,PLT-001,Step 3 – Compression,2024-02-02 01:37:53,2024-02-02 04:37:13,120,179.3,59.3,completed,120.0,0.8531,0.8825,0.9037,0.6804
LOG-000229,BCH-00058,EQ-104,PLT-001,Step 4 – Coating,2024-02-02 04:37:13,2024-02-02 07:07:13,150,150.0,0.0,completed,150.0,0.9617,0.9429,0.9666,0.8765
LOG-000230,BCH-00059,EQ-101,PLT-001,Step 1 – Granulation,2024-02-03 09:38:21,2024-02-03 11:08:21,90,90.0,0.0,completed,90.0,0.9596,0.9476,0.9192,0.8358
LOG-000231,BCH-00059,EQ-102,PLT-001,Step 2 – Blending,2024-02-03 11:08:21,2024-02-03 12:08:21,60,60.0,0.0,completed,60.0,0.9125,0.9517,0.9253,0.8036
LOG-000232,BCH-00059,EQ-103,PLT-001,Step 3 – Compression,2024-02-03 12:08:21,2024-02-03 14:44:35,120,156.2,36.2,completed,120.0,0.8353,0.8631,0.9257,0.6674
LOG-000233,BCH-00059,EQ-104,PLT-001,Step 4 – Coating,2024-02-03 14:44:35,2024-02-03 17:19:35,150,155.0,5.0,completed,150.0,0.9467,0.9523,0.9445,0.8515
LOG-000234,BCH-00060,EQ-101,PLT-001,Step 1 – Granulation,2024-02-03 21:47:46,2024-02-03 23:17:46,90,90.0,0.0,completed,90.0,0.9338,0.9727,0.977,0.8874
LOG-000235,BCH-00060,EQ-102,PLT-001,Step 2 – Blending,2024-02-03 23:17:46,2024-02-04 01:34:42,60,136.9,76.9,completed,60.0,0.8016,0.834,0.9222,0.6165
LOG-000236,BCH-00060,EQ-103,PLT-001,Step 3 – Compression,2024-02-04 01:34:42,2024-02-04 03:34:42,120,120.0,0.0,completed,120.0,0.9595,0.9242,0.9804,0.8694
LOG-000237,BCH-00060,EQ-104,PLT-001,Step 4 – Coating,2024-02-04 03:34:42,2024-02-04 06:14:41,150,160.0,10.0,completed,150.0,0.904,0.9185,0.9381,0.7789
LOG-000238,BCH-00061,EQ-101,PLT-001,Step 1 – Granulation,2024-02-04 01:42:41,2024-02-04 04:11:49,90,149.1,59.1,completed,90.0,0.8719,0.8122,0.9353,0.6623
LOG-000239,BCH-00061,EQ-102,PLT-001,Step 2 – Blending,2024-02-04 04:11:49,2024-02-04 05:11:49,60,60.0,0.0,completed,60.0,0.9408,0.9289,0.9821,0.8583
LOG-000240,BCH-00061,EQ-103,PLT-001,Step 3 – Compression,2024-02-04 05:11:49,2024-02-04 07:16:49,120,125.0,5.0,completed,120.0,0.9087,0.9694,0.9654,0.8504
LOG-000241,BCH-00061,EQ-104,PLT-001,Step 4 – Coating,2024-02-04 07:16:49,2024-02-04 09:46:49,150,150.0,0.0,completed,150.0,0.9291,0.9558,0.9612,0.8536
LOG-000242,BCH-00062,EQ-101,PLT-001,Step 1 – Granulation,2024-02-04 04:24:10,2024-02-04 05:54:10,90,90.0,0.0,completed,90.0,0.9224,0.9761,0.9655,0.8693
LOG-000243,BCH-00062,EQ-102,PLT-001,Step 2 – Blending,2024-02-04 05:54:10,2024-02-04 06:54:10,60,60.0,0.0,completed,60.0,0.96,0.9484,0.9295,0.8463
LOG-000244,BCH-00062,EQ-103,PLT-001,Step 3 – Compression,2024-02-04 06:54:10,2024-02-04 08:54:10,120,120.0,0.0,completed,120.0,0.9537,0.9476,0.9838,0.8891
LOG-000245,BCH-00062,EQ-104,PLT-001,Step 4 – Coating,2024-02-04 08:54:10,2024-02-04 11:24:10,150,150.0,0.0,completed,150.0,0.9919,0.9581,0.9424,0.8956
LOG-000246,BCH-00063,EQ-101,PLT-001,Step 1 – Granulation,2024-02-05 12:27:42,2024-02-05 13:57:42,90,90.0,0.0,completed,90.0,0.9518,0.9097,0.9438,0.8172
LOG-000247,BCH-00063,EQ-102,PLT-001,Step 2 – Blending,2024-02-05 13:57:42,2024-02-05 15:25:22,60,87.7,27.7,completed,60.0,0.8918,0.847,0.966,0.7297
LOG-000248,BCH-00063,EQ-103,PLT-001,Step 3 – Compression,2024-02-05 15:25:22,2024-02-05 17:31:20,120,126.0,6.0,completed,120.0,0.9007,0.9312,0.9539,0.8001
LOG-000249,BCH-00063,EQ-104,PLT-001,Step 4 – Coating,2024-02-05 17:31:20,2024-02-05 20:01:20,150,150.0,0.0,completed,150.0,0.9298,0.9151,0.901,0.7666
LOG-000250,BCH-00064,EQ-101,PLT-001,Step 1 – Granulation,2024-02-05 14:20:18,2024-02-05 16:22:34,90,122.3,32.3,completed,90.0,0.8952,0.9011,0.9495,0.7659
LOG-000251,BCH-00064,EQ-102,PLT-001,Step 2 – Blending,2024-02-05 16:22:34,2024-02-05 17:03:33,60,41.0,0.0,aborted,41.0,0.9676,0.9378,0.6468,0.5869
LOG-000252,BCH-00065,EQ-101,PLT-001,Step 1 – Granulation,2024-02-06 03:21:11,2024-02-06 04:51:11,90,90.0,0.0,completed,90.0,0.9399,0.9558,0.9853,0.8852
LOG-000253,BCH-00065,EQ-102,PLT-001,Step 2 – Blending,2024-02-06 04:51:11,2024-02-06 05:51:11,60,60.0,0.0,completed,60.0,0.9309,0.9666,0.9704,0.8732
LOG-000254,BCH-00065,EQ-103,PLT-001,Step 3 – Compression,2024-02-06 05:51:11,2024-02-06 08:11:00,120,139.8,19.8,completed,120.0,0.851,0.8913,0.952,0.7221
LOG-000255,BCH-00065,EQ-104,PLT-001,Step 4 – Coating,2024-02-06 08:11:00,2024-02-06 10:41:00,150,150.0,0.0,completed,150.0,0.9382,0.946,0.9323,0.8275
LOG-000256,BCH-00066,EQ-101,PLT-001,Step 1 – Granulation,2024-02-06 21:48:16,2024-02-06 23:18:16,90,90.0,0.0,completed,90.0,0.9479,0.9094,0.9201,0.7931
LOG-000257,BCH-00066,EQ-102,PLT-001,Step 2 – Blending,2024-02-06 23:18:16,2024-02-07 00:18:16,60,60.0,0.0,completed,60.0,0.947,0.9449,0.8907,0.797
LOG-000258,BCH-00066,EQ-103,PLT-001,Step 3 – Compression,2024-02-07 00:18:16,2024-02-07 02:18:16,120,120.0,0.0,completed,120.0,0.9176,0.94,0.9588,0.827
LOG-000259,BCH-00066,EQ-104,PLT-001,Step 4 – Coating,2024-02-07 02:18:16,2024-02-07 04:59:08,150,160.9,10.9,completed,150.0,0.8955,0.9308,0.9233,0.7696
LOG-000260,BCH-00067,EQ-101,PLT-001,Step 1 – Granulation,2024-02-07 01:57:52,2024-02-07 03:34:30,90,96.6,6.6,completed,90.0,0.9441,0.9545,0.9589,0.8641
LOG-000261,BCH-00067,EQ-102,PLT-001,Step 2 – Blending,2024-02-07 03:34:30,2024-02-07 04:34:30,60,60.0,0.0,completed,60.0,0.9441,0.9844,0.9444,0.8777
LOG-000262,BCH-00067,EQ-103,PLT-001,Step 3 – Compression,2024-02-07 04:34:30,2024-02-07 06:34:30,120,120.0,0.0,completed,120.0,0.9433,0.9382,0.9376,0.8298
LOG-000263,BCH-00067,EQ-104,PLT-001,Step 4 – Coating,2024-02-07 06:34:30,2024-02-07 09:04:30,150,150.0,0.0,completed,150.0,0.93,0.9383,0.9305,0.812
LOG-000264,BCH-00068,EQ-101,PLT-001,Step 1 – Granulation,2024-02-07 09:50:24,2024-02-07 11:20:24,90,90.0,0.0,completed,90.0,0.9335,0.9584,0.923,0.8258
LOG-000265,BCH-00068,EQ-102,PLT-001,Step 2 – Blending,2024-02-07 11:20:24,2024-02-07 12:20:24,60,60.0,0.0,completed,60.0,0.9585,0.9509,0.9184,0.8371
LOG-000266,BCH-00068,EQ-103,PLT-001,Step 3 – Compression,2024-02-07 12:20:24,2024-02-07 14:58:05,120,157.7,37.7,completed,120.0,0.8834,0.8404,0.9856,0.7317
LOG-000267,BCH-00068,EQ-104,PLT-001,Step 4 – Coating,2024-02-07 14:58:05,2024-02-07 15:11:39,150,13.6,0.0,aborted,13.6,0.9306,0.9455,0.6169,0.5428
LOG-000268,BCH-00069,EQ-101,PLT-001,Step 1 – Granulation,2024-02-07 17:38:59,2024-02-07 19:08:59,90,90.0,0.0,completed,90.0,0.9511,0.9428,0.9475,0.8496
LOG-000269,BCH-00069,EQ-102,PLT-001,Step 2 – Blending,2024-02-07 19:08:59,2024-02-07 20:08:59,60,60.0,0.0,completed,60.0,0.9396,0.9344,0.9871,0.8666
LOG-000270,BCH-00069,EQ-103,PLT-001,Step 3 – Compression,2024-02-07 20:08:59,2024-02-07 22:08:59,120,120.0,0.0,completed,120.0,0.9187,0.9601,0.9202,0.8117
LOG-000271,BCH-00069,EQ-104,PLT-001,Step 4 – Coating,2024-02-07 22:08:59,2024-02-08 00:38:59,150,150.0,0.0,completed,150.0,0.9688,0.9648,0.9592,0.8966
LOG-000272,BCH-00070,EQ-101,PLT-001,Step 1 – Granulation,2024-02-08 17:40:34,2024-02-08 19:10:34,90,90.0,0.0,completed,90.0,0.934,0.9226,0.9478,0.8167
LOG-000273,BCH-00070,EQ-102,PLT-001,Step 2 – Blending,2024-02-08 19:10:34,2024-02-08 20:10:34,60,60.0,0.0,completed,60.0,0.9419,0.9658,0.9493,0.8636
LOG-000274,BCH-00070,EQ-103,PLT-001,Step 3 – Compression,2024-02-08 20:10:34,2024-02-08 22:10:34,120,120.0,0.0,completed,120.0,0.9062,0.9399,0.9455,0.8053
LOG-000275,BCH-00070,EQ-104,PLT-001,Step 4 – Coating,2024-02-08 22:10:34,2024-02-09 00:40:34,150,150.0,0.0,completed,150.0,0.9043,0.9714,0.9067,0.7965
LOG-000276,BCH-00071,EQ-101,PLT-001,Step 1 – Granulation,2024-02-09 02:51:07,2024-02-09 04:21:07,90,90.0,0.0,completed,90.0,0.9623,0.9425,0.9118,0.827
LOG-000277,BCH-00071,EQ-102,PLT-001,Step 2 – Blending,2024-02-09 04:21:07,2024-02-09 05:26:20,60,65.2,5.2,completed,60.0,0.9247,0.9427,0.94,0.8194
LOG-000278,BCH-00071,EQ-103,PLT-001,Step 3 – Compression,2024-02-09 05:26:20,2024-02-09 07:26:20,120,120.0,0.0,completed,120.0,0.9124,0.9505,0.9653,0.8371
LOG-000279,BCH-00071,EQ-104,PLT-001,Step 4 – Coating,2024-02-09 07:26:20,2024-02-09 09:56:20,150,150.0,0.0,completed,150.0,0.9292,0.9261,0.9516,0.8189
LOG-000280,BCH-00072,EQ-101,PLT-001,Step 1 – Granulation,2024-02-09 06:46:43,2024-02-09 08:16:43,90,90.0,0.0,completed,90.0,0.9825,0.9372,0.9209,0.848
